claim_id,exact_claim_text,claim_type,section,figure,dataset,consumer,backbone,experimental_protocol,source_script,source_artifact,sample_unit,n,effect_size,confidence_interval,raw_p,multiple_testing_family,corrected_p,status,notes
PAGE-099,"Figure 7. All ten LIBERO spatial tasks. Panel B reports a negative methodological result in full. The per-task crossing point cannot be identified at this trial count. A model in which every task shares one curve reproduces the observed spread, giving 3.97 against 4 distinct values at p of 0.83, and the shaded band covers every observed point.",exploratory,tasks,Figure 7,LIBERO replay; custom SAPIEN,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/libero_multi.py; audit_workspace/source/legacy/fig_frontier.py,ZIP/site/index.html:635; libero_10tasks.json; e11_frontier.json,task / demonstration (pairing unavailable),,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-100,"Figure 8. Task success against energy. Sensing again costs 596 times the energy and 60 times the latency of predicting forward, while reaching equal or lower task success.",exploratory,tasks,Figure 8,LIBERO replay; custom SAPIEN,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/libero_multi.py; audit_workspace/source/legacy/fig_frontier.py,ZIP/site/index.html:643; libero_10tasks.json; e11_frontier.json,task / demonstration (pairing unavailable),,,,,,,NOT_SUPPORTED,Overclaimed; see RESULTS_AUDIT.md for protocol and statistical corrections.
PAGE-101,ResultValueScope,exploratory,tasks,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:650; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-102,Predicting forward beats returning the record11 / 11ten LIBERO tasks and one SAPIEN push task,exploratory,tasks,,LIBERO replay; custom SAPIEN,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/libero_multi.py; audit_workspace/source/legacy/fig_frontier.py,ZIP/site/index.html:652; libero_10tasks.json; e11_frontier.json,task / demonstration (pairing unavailable),,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-103,"Predicting forward beats sensing again9 / 10 strictlythe tenth is equal at 0.90, and it never loses",exploratory,tasks,,LIBERO replay; custom SAPIEN,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/libero_multi.py; audit_workspace/source/legacy/fig_frontier.py,ZIP/site/index.html:653; libero_10tasks.json; e11_frontier.json,task / demonstration (pairing unavailable),,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-104,"Energy, sensing again against predicting forward596×at equal or higher success, 0.90 against 0.80",exploratory,tasks,,LIBERO replay; custom SAPIEN,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/libero_multi.py; audit_workspace/source/legacy/fig_frontier.py,ZIP/site/index.html:654; libero_10tasks.json; e11_frontier.json,task / demonstration (pairing unavailable),,,,,,,NOT_SUPPORTED,Overclaimed; see RESULTS_AUDIT.md for protocol and statistical corrections.
PAGE-105,"Latency, sensing again against predicting forward60×39.76 ms against 0.668 ms",exploratory,tasks,,LIBERO replay; custom SAPIEN,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/libero_multi.py; audit_workspace/source/legacy/fig_frontier.py,ZIP/site/index.html:655; libero_10tasks.json; e11_frontier.json,task / demonstration (pairing unavailable),,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-106,07 · ABLATIONS,exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:666; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-107,Each design choice removed on its own.,exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:667; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-108,"Every row changes exactly one factor and holds the rest fixed, so the effect can be attributed to that factor.",exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:669; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-109,Factor removedInterventionEffect,exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:675; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-110,"Reference gridpermute the index, hold bits and capacity fixed0.052 → 1.073, past the baseline",exploratory,ablation,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:677; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-111,"Whether bytes can substitutegive the misaligned encoding 64 times the capacity0.728 → 0.729, they cannot",exploratory,ablation,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,ZIP/site/index.html:678; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-112,"Whether order is the binding partstore the permutation and undo it at read timefully restored, about 10 µs",exploratory,ablation,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:679; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-113,"Granularity rulere-tile below the reader's grid2.7 to 4.4 times worse, knee tracks 3 / 3",exploratory,ablation,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:680; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-114,Granularity marginsweep every store grid from 12 downwardbelow 2×: +0.0109; at or above: +0.0007,exploratory,ablation,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:681; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-115,Reader adaptationlet the read-out refit per sequence2.75× → 1.09×,exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:682; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-116,Capacity settingsweep capacity from 2 to 100 percent of the working setpolicy changes at 7 to 10 percent,exploratory,ablation,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,ZIP/site/index.html:683; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-117,"Prediction windowsweep the window W and the noise σat W = 2, value 0.110, χ² p = 0.92",exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:684; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-118,"Physics enginerepeat the same sweep in SAPIEN 20.167, z = +0.99",exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:685; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-119,"Encoderrebuild the whole pipeline with CLIPstructure reproduces, boundary moves",exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:686; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-120,"The limit of the third option, stated rather than hidden",exploratory,ablation,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:691; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-121,"Estimating a velocity over two frames carries no task-specific term, so it should return the same success rate whatever the task. It does. At a window of two the ten LIBERO tasks cannot be told apart, with a χ² p of 0.92 on 9 degrees of freedom, and they separate only from a window of 32. Predicting forward is useful over a bounded range of windows, and we give the bound.",exploratory,ablation,,LIBERO replay; custom SAPIEN,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/libero_multi.py; audit_workspace/source/legacy/fig_frontier.py,ZIP/site/index.html:692; libero_10tasks.json; e11_frontier.json,task / demonstration (pairing unavailable),,,,,,,NOT_SUPPORTED,Overclaimed; see RESULTS_AUDIT.md for protocol and statistical corrections.
PAGE-122,08 · LIMITS AND OPEN ITEMS,exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:704; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-123,"What did not survive checking, and what closes each one.",exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:705; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-124,Six results cost us claims we had previously made. Each is paired with the specific measurement that resolves it.,exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:707; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-125,ItemWhy it is openResolutionState,exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:713; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-126,"DINOv2 metric-reader count is pending Its main run came from a version that computed reference features one image at a time and stored features in batches of eight. The metric reader is the only one sensitive to this, at z = +4.7 against 10 and 4 of 520 cells for the other two. Re-run the full DINOv2 main arm with the corrected code so the main run and the baseline share one code path. Nothing else changes. The symbolic against latent chart, which is the claim Section 3 makes, is unaffected either way. running",exploratory,limits,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,ZIP/site/index.html:715; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-127,"Per-task crossing points cannot be identified A crossing is read as the first grid point where one curve passes another. On a geometric grid at 20 trials the estimate has no resolution, and more trials alone do not help because the answer can only land on a grid point. Replace the threshold with a fitted smooth curve of success against window on a dense grid, then solve for the crossing analytically with an interval from the fit. designed",exploratory,limits,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:723; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-128,"The parameter-free ratio cannot be tested on success The statement is exact on error by algebra. Success is a saturating, noisy transform of error, so the ratio does not survive the transform. All 21 measured ratios fall inside the estimator's own interval. Test it on error, where the simulator provides ground-truth object state exactly. Success stays the headline measurement and error becomes where the statement is falsifiable. designed",exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:730; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-129,"No external baseline system No published store chooses its tier per reader, so nothing accepts the same input and can be run against this one. Port the eviction rules that do exist into our store and hold everything else fixed. Recency, frequency and a two-queue rule all decide which record survives while leaving the tier reader-blind. Running them inside FRAME separates the contribution of the value function from the contribution of the eviction rule. designed",exploratory,limits,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,ZIP/site/index.html:737; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,NOT_SUPPORTED,Overclaimed; see RESULTS_AUDIT.md for protocol and statistical corrections.
PAGE-130,"Values do not transfer across encoders Orderings reproduce across encoders and datasets. Boundary positions and time constants do not. Treat the boundary as a runtime quantity. A deployment measures its own no-memory baseline once at start-up, then locates its own boundary from its own traffic. designed",exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:745; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-131,"Parallel efficiency falls to about 0.4 Measured on a shared host carrying other users, so the curve reflects the machine as much as the store. Repeat the sweep on an idle machine with cores pinned. The ordering between policies is already stable across five repetitions, so this affects precision only. designed",exploratory,limits,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,ZIP/site/index.html:751; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-132,"Threads are bounded by the interpreter Sharding 64 ways moved 8-thread throughput by under 5 percent, so the interpreter lock rather than the store sets the ceiling. Resolved by moving every throughput claim across processes with the payload in shared memory. resolved",exploratory,limits,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,ZIP/site/index.html:757; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-133,Our whole-number ratio hypothesis We proposed that a store grid failing to divide the read grid evenly pays a resampling penalty for that reason. Refuted by our own dense sweep and replaced with the margin rule now stated in Section 4. resolved,exploratory,limits,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:763; relayout.json; frame_ref3.json,video,,,,,,,RETRACTED,Historical negative/retracted statement preserved; no promotion to confirmed.
PAGE-134,What would change the work most,exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:772; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-135,"Of the items above, porting external eviction rules carries the most weight. It turns the strongest objection a systems reviewer can raise into a measurement, and it is inexpensive because the eviction rules are small and the store already exists. The fitted crossing estimate carries the second most weight, because it recovers a family of per-task statements that the current threshold estimate forced us to withdraw.",exploratory,limits,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,ZIP/site/index.html:773; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-136,"On assets. This work is a memory system rather than a generative model, so its outputs are measured charts and tables rather than predicted video. All 22 measured figures and the underlying data files are listed with the code release. No rendered video accompanies this page, because none is produced by the method.",exploratory,limits,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:780; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-137,09 · CITATION,exploratory,cite,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:790; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-138,BibTeX and references.,exploratory,cite,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:791; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-139,All values on this page were recomputed from source data. Nineteen verification checks pass.,exploratory,cite,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:793; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-140,References,exploratory,cite,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:806; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0002,"World models, learned simulators that predict how a scene evolves under action, have become the substrate on which embodied agents plan, verify and act. An agent that operates over minutes rather than seconds cannot hold every observation in its context: it must compress some observations into memory, discard others, and re-acquire the rest by looking again. Each of those three choices is a provisioning decision, and each is made today by a heuristic. Yet all three turn on a single question that has no principled answer: what must a stored observation actually preserve, and for whom?",exploratory,draft prose,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,DOCX paragraph 2; extracted/draft.txt; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0003,"Existing systems answer with a proxy. Latent and token compression keeps whatever minimises pixel or feature reconstruction error under a budget; episodic memory banks and retrieval-augmented world models rank records by recency or embedding similarity; KV-cache eviction keeps whatever the attention weights say was used. These methods differ in mechanism but agree in form: they reduce the quality of a memory to a single scalar, bits, or distance to the original, and therefore provision along one axis, identically for every downstream reader. When a reader underperforms, the only available response is to give it more bits.",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 3; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0004,"The reason that proxy fails is not that it is coarse. It is that it measures the wrong relation. A stored record is never compared against the world; it is read. A planner extracts a symbolic predicate from it, a verifier extracts calibrated geometry, another world model extracts patch-level dynamics, and reconstruction error measures agreement with pixels, which no consumer reads. Worse, a read-out does not merely consume bits: it addresses them, under an assumed convention about what a position in the record means. Two records with identical size, identical channel rank and identical information content can therefore differ without limit in what a given reader recovers, because in one of them the information is present and unreachable. A one-dimensional byte’s axis cannot express this distinction, which is why adding bits along it can, as we measure, do nothing at all.",exploratory,draft prose,,synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,DOCX paragraph 4; extracted/draft.txt; mp_store2.json; mt_store.json,run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0005,"This tells us what to change. Memory should be provisioned on two axes, both conditioned on the consumer: how much fidelity that reader needs, and under what index the fidelity must be laid out. Staleness should be treated the same way, as a property of the reader rather than of the record, so that the choice between reading memory and looking again is decided by comparing how stale the record is to that reader against how stale a fresh look would already be by the time it arrived, rather than by comparing the two channels' costs. Improving a world model's use of memory is then not a compression problem but an interface problem: match the record's index and rank to the reader that will consume it.",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 5; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-P0006,"We propose FRAME (Fidelity- and Reference-Aware Memory Estimation), a memory provisioning and channel-selection framework built on exactly those two axes. A memory request carries the identity of the consumer that issued it. FRAME maps that consumer to a fidelity requirement R_c(eps), the cheapest representation tier meeting the reader's error target, and to a reference-frame requirement, the index under which that tier must be laid out. It converts the record's lossiness and age into a single equivalent age A_c via a calibrated table, estimates the observation age Delta_obs a fresh look would carry given the platform's actuation profile, and selects the channel by the rule retrieve iff A_c <= Delta_obs. The rule contains no cost term, which is a measurement rather than a simplification: retrieval and re-observation never cross on compute cost over a 473,793× span of payload size. Both rule’s arguments are already known to the runtime, which tier a record is and how old it is, so nothing is estimated online; the price is paid once, offline, in calibrating the table.",exploratory,draft prose,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,DOCX paragraph 6; extracted/draft.txt; q1q3_all90.json; e21_clip.json,video,,,,,,,NOT_SUPPORTED,Overclaimed; see RESULTS_AUDIT.md for protocol and statistical corrections.
DRAFT-P0007,"We validate FRAME on CMR-Bench, a protocol we build for this purpose: 90 DAVIS and 13 SegTrack v2 videos, three real downstream consumers, seven representation tiers, nine staleness levels and three frozen backbones, with every error normalised by an age-matched zero-information floor so that 1.0 always means “this memory is worth nothing to this reader”. The central result is causal rather than correlational: holding a payload's bits exactly constant and permuting only its addressing convention costs the world-model read-out 20.7×, from 0.052 of its floors to 1.082, i.e. from near-perfect to worse than storing nothing, while costing a planner nothing measurable and a verifier 1.13×. Ablations remove every alternative explanation: giving the object-referenced family genuinely matched capacity across a 64× range moves it from 0.728 to 0.729; index and rank prove complementary, so neither substitutes for the other; the fidelity requirement inverts across consumers on the byte axis (1 byte beats 95 KB for a planner; a 1.4 KB thumbnail is worse than storing nothing for a verifier); and staleness-induced expiry is retired entirely for world models by two scalars per age, reproducing on 4 of 4 backbone×dataset sources while changing sign for the other two consumers. Assembled into the full pipeline and scored on 45 held-out videos, FRAME raises the world model's meet rate by +28.9 and +30.0 points. All 18 confirmatory claims survive Holm correction. We report no real-robot experiment, and we report in full one hypothesis we refuted and two claims we retracted.",exploratory,draft prose,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,DOCX paragraph 7; extracted/draft.txt; relayout.json; frame_ref3.json,video,,,,,,,NOT_SUPPORTED,Overclaimed; see RESULTS_AUDIT.md for protocol and statistical corrections.
